NOME;Date RFQ;Customer;BUYER;PN;DESC;QTY;UOM;PN ALT#;DESC PN ALT;OEM;SOURCE 1;SOURCE 2;SOURCE 3;DATE;UNIT $;LT;REMARKS;Concluido;ID;id cotacao;Quote?;Customer PO;TERMS;CURRENCY;PRECO COMPRA;Vendor;AVAILABLE;CONDITION;VEND/DELIVERY;FINAL DESTINATION;OBS;EDD_vendor;EDD_Customer;PN Manufacturer;Status Quantum;vendor PO ;SO;$ LUCRO;Total LUCRO;Sales Code;ABBREV;EMAIL;Cotação Quantum
PAULO;01/03/2023;LATAM;Francisca Letelier ;032H8526;VALVE, SOLENOID SYSTEM ELECTRICAL OVEN GALLEY;1;EA;;;;ASA - $ 880 - STK UK - FN - OEM CERTS - EX-WORKS UK;;;;1331;3-5 DAYS;FN - OEM CERTS - EX - WORK UK;;PA01032303-46-685;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;9,89803E+11;DEFIBRILLATOR HEARTSTART BATTERY;1;EA;;;;ABA AIR - $ 310 - STK DORAL - FL ;ACEI JET - $ 235 - STK CA - NE - TAG 3/1/2025 - $ 786.50;;;869;3-5 DAYS;FN - OEM CERTS - EX WORKS MIA;;PA01032398-45-49;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;439009268;KIT, REPLACEMEN. DOOR LH STEAM;1;EA;;;;SATAIR - $ 2947.94 - STK IAD;;;;3825,734;3-5 DAYS;FN - OEM CERTS - EX - WORK MIA;;PA01032343-44-118;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;439009165;CONDENSER REPLACEMENT KIT;1;EA;;;;Reheat Aero  - $ 510 - STK UK - 1EA AVAILABLE;;;;1144;3-5 DAYS;1EA AVAILABLE - FN - OEM CERTS - EX - WORK UK;;PA01032343-43-264;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;432006008;FRAME;1;EA;;;;SATAIR - $ 1216.24 - STK IAD;;;;1920,864;3-5 DAYS;FN - OEM CERTS - EX - WORK MIA;;PA01032343-42-630;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;7500724;O-RING;100;EA;;;;PDQ - $ 10 - STK POLONIA - $ 74.25;;;;14,63;5-7 DAYS;MOQ - 10EA - FN - OEM CERTS - EX - WORKS UK;;PA01032375-41-209;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;1577639-1;TERMINAL LUG;4;EA;;;;KLX - $ 12.50 - STK UK - LT 7 DAYS - $ 77.00;PDQ - $ 10 - STK POLONIA - $ 74.25;;;77;10 DAYS;FN - OEM CERTS - EX - WORKS UK;;PA01032315-40-940;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;1040957;BLOCK - BATTERY WELDED;14;EA;;;;DIEHL AEROSPACE - $ 642.93 - STK AL;;;;748,8658571;95 DAYS;FN - OEM CERTS - EX - WORK UK;;PA01032310-39-960;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;612519;POWER MODULE ASSY;1;EA;;;;SATAIR - $ 72.23 - STK IAD;;;;442,453;3-5 DAYS;FN - OEM CERTS -  EX WORKS MIA;;PA01032361-38-735;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;611132;HEATING ELEMENT ASSY;1;EA;;;;PROPONENT - $ 1,552.54 - STK NET;;;;2290,464;5-7 DAYS;FN - OEM CERTS - EX- WORKS UK;;PA01032361-37-353;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;610958;SENSOR ASSY;2;EA;;;;SATAIR - $ 284.84 - STK IAD;;;;494,824;3-5 DAYS;MOQ 2EA - FN - OEM CERTS -  EX WORKS MIA;;PA01032361-36-291;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;240233;HEATING ELEMENT, 1667W-200V;3;EA;;;;SATAIR - $ 1975.15 - STK IAD;;;;2293,665;3-5 DAYS;MOQ 3EA - FN - OEM CERTS -  EX WORKS MIA;;PA01032324-35-690;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;214129;DECAL INSTRUCTION;10;EA;;;;SATAIR - $ 24.20 - STK CPH ;;;;62,92;3-5 DAYS;MOQ 10EA - FN - OEM CERTS - EX- WORKS UK;;PA01032321-34-883;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;7060;SEALANT PACTAN;1;EA;;;;GS INSTRUMENTS - $ 2000 - STK FL;;;;2563;20 DAYS;OH - 145 TRACE - DUAL RELEASE 8130 - EX WORKS MIA;;PA01032370-33-35;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;AZUL;AOGDESK PMCP ;805-003-02ZNU8-4SA;CONECTOR, ELETRICO, RECEPTACULO;1;EA;;;;SKY BOSS - $ 450 - STK FL ;;;;858;3-5 DAYS;FN - OEM CERTS -  EX WORKS MIA;;PA01032380-32-669;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;United Aerospace Corp;Teresa Mancia;ERTI-5;Titanium Alloy TIG Welding Rod - 1LB - PACK;10;LB;;;;WELDTOOLS - $ 150 - STK CA;;;;256,3;3-5 DAYS;"MOQ 10LBS - (PACKAGE 10LIBS) 
Here are the available measures 
(.045” ) - (1/16"") - (3/32"") - (1/8"")
FN - OEM CERTS -  EX WORKS MIA";;PA010323ER-31-60;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Alejandra Aguilar ;5421-12;FIRE LOOP FAN;1;EA;;;;SETNA IO - $ 6950 - STK IL;;;;7680,2;3-5 DAYS;SV - 145 TRACE - DUAL RELEASE 8130 - TAG 5/4/2022 -  EX WORKS MIA;;PA01032354-30-386;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Alejandra Aguilar ;NAS7204U6;BOLT;100;EA;;;;KLX - $ 1.21 - STK MIA ;DASI - $ 1.08 - STK MIA;;;4,961;5-7 DAYS;MOQ 100EA - FN - OEM CERTS - EX WORKS MIA;;PA010323NA-29-776;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Alejandra Aguilar ;C25175000-3;LPT CLARENCE CONTROL VALVE;1;EA;;;;"PIONEER - $ 22.500 - STK IL 
IW PN C25175100-1 - SV - 129 TRACE - DUAL RELEASE 8130 - TAG 01/19/2023";"GA TELESIS - $ 40.000 - STK FL
OH - 129 TRACE - DUAL RELEASE 8130 - TAG. 9/21/2022 ";"BROWARD AVIATION - $ 36.500 - STK FL
OH - 129 TRACE - DUAL RELEASE 8130 - TAG. 14/FEB/2023";;44583;3-5 DAYS;"IW PN C25175100-1 - SV - 129 TRACE - DUAL RELEASE 8130 - TAG 01/19/2023
OH - 129 TRACE - DUAL RELEASE 8130 - TAG. 14/FEB/2023";;PA010323C2-28-816;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Alejandra Aguilar ;3505582-28;AIR STARTER;3;EA;;;;SATAIR - $ 612.939 - STK CPH - LT 7-10 DAYS;"AERFIN - $ 64.500 - STK UK 
RP - 145 TRACE - DUAL RELEASE 8130 + CAA - TAG 09/02/2023 - EX-WORKS UK";"HONETWELL - $ 77,000 - STK CN
OH - 1290TRACE  - DUAL RELEASE 8130";;674610,5667;7-10 DAYS;RP - 145 TRACE - DUAL RELEASE 8130 + CAA - TAG 09/02/2023 - EX-WORKS UK;;PA01032335-27-561;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;JANTX1N4469;DIODE;5;EA;;;;American MicroSemiconductor - $ 21.85 - STK NJ;;;;96,635;3-5 DAYS;MOQ 5EA - FN - OEM CERTS;;PA010323JA-26-875;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;DK120/90;ULB-UNDERWATER LOCATOR BEACON;1;EA;;;;BROOKS - $ 1,943.60 - STK FL;;;;2830,96;5-7 DAYS;FN - OEM CERTS;;PA010323DK-25-982;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;DIN127BM4A2;WASHER LOCK;100;EA;;;;UNICAL - $ 5 - STK CA;;;;9,13;3-5 DAYS;MOQ 100EA - FN - OEM CERTS;;PA010323DI-24-774;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;B14056-013;OFF-WING RAMP SLIDE ENCLOSURE DOOR O RING;18;EA;;;;JMF GLOBAL - $ 8.00 - STK CA;;;;28,96666667;3-5 DAYS;MOQ 18EA - FN - OEM CERTS;;PA010323B1-23-588;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;60134-103;PATCH DOOR RETAINER;1;EA;;;;UNICAL - $ 150 - STK CA;;;;418;3-5 DAYS;FN - OEM CERTS;;PA01032360-22-163;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;5A3231-5;HARNES ASSY;1;EA;;;;SATAIR - $ 2950.04 - STK IAD;;;;3828,044;3-5 DAYS;FN - OEM CERTS;;PA0103235A-21-904;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;1A2580-32;ADHESIVE (LISTA 2 COMAT SCL);2;EA;;;;"AVIALL - $ 273.71 - STK TX
https://shop.boeing.com/aviation-supply/p/1A2580-32=E9";;;;675,081;3-5 DAYS;"MOQ 2EA - SHELF LIFE 3.6% | 37 Days
Exp: Mar 30 2023 in Dallas";;PA0103231A-20-117;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;1A2526-1;COAT KIT (ALUMINIZED);2;EA;;;;"AVIALL - $ 663.62 - 2EA PER PACK - STK TX 
https://shop.boeing.com/aviation-supply/p/1A2526-1=E9";;;;1103,982;3-5 DAYS;MOQ 2EA - (2EA PER PACK) - SHELF LIFE 85.7% - DOE:  10/10/2023;;PA0103231A-19-516;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;9,89803E+11;DEFIBRILLATOR HEARTSTART BATTERY;1;EA;;;;ABA AIR - $ 310 - STK DORAL - FL ;ACEI JET - $ 235 - STK CA - NE - TAG 3/1/2025 - $ 786.50;;;869;3-5 DAYS;FN - OEM CERTS;;PA01032398-18-540;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;439009268;KIT, REPLACEMEN. DOOR LH STEAM;1;EA;;;;SATAIR - $ 2947.94 - STK IAD ;;;;3825,734;3-5 DAYS;FN - OEM CERTS;;PA01032343-17-599;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;1040957;BLOCK - BATTERY WELDED;3;EA;;;;DIEHL AEROSPACE - $ 642.93 - STK AL;;;;901,5563333;95 DAYS;FN - OEM CERTS - EX - WORK UK;;PA01032310-16-557;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;612519;POWER MODULE ASSY;1;EA;;;;Reheat Aero - $ 4400 - STK UK;;;;5423;3-5 DAYS;FN - OEM CERTS - EX - WORK UK;;PA01032361-15-55;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Francisca Letelier ;610958;SENSOR ASSY;2;EA;;;;SATAIR - $ 284.84 - STK IAD;PROPONENT - $ 269.16 - STK NET;;;494,824;5-7 DAYS;MOQ 02EA - FN - OEM CERTS - EX WORKS MIA;;PA01032361-14-103;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Marcela Cadiz Frias ;748A0000-08;VALVE-ANTI ICING;1;EA;;;;"FL TECHNICS - $ 3000 - STK LITUANIA
OH - 145 TRACE - DUAL RELEASE 8130 - TAG 2013-12-02";"PCI AERO - $ 3950 - STK UK 
SV - FULL TRACE - DUAL RELEASE 8130 ";"KGAR - $ 5500 - STK UK
OH - 145 TRACE - DUAL RELEASE 8130  ";;6963;3-5 DAYS;OH - 145 TRACE - DUAL RELEASE 8130 EX WORKS UK;;PA01032374-13-513;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Konny Aravena ;PR1782B-1/2;(SEALANT / 1EA = KIT / SEMKIT);44;EA;;;;"SILMID - $ 89.15 - STK UK 
https://www.silmid.com/us/sealants/fuel-tank-sealants/ppg-pr1782b1-2-150ml-semkit/";"AVIALL - $ 78.94 - STK TX 
https://shop.boeing.com/aviation-supply/p/PR1782B1-2=5N";;;122,565;5-7 DAYS;MOQ 44EA - SHELF LIFE >80% - DOE 07/31/2023 - EX WORKS UK;;PA010323PR-12-293;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Konny Aravena ;TT-M261;(METIL ETIL KETONA (D.G.) (LISTA 2 COMAT SCL)(FISCALIZADO LIM));250;LB;;;;"AVIALL - $ 34.50 - STK TX 
https://shop.boeing.com/aviation-supply/p/16131795=76";;;;45,342;5-7 DAYS;Item manufacturer agreement replaced by PN MEK 7401 - MOQ - 250EA - 1EA = 1 GALLON - SHELF LIFE 89,4% - DOE: 10/24/2025;;PA010323TT-11-776;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Konny Aravena ;43212-400;(ROLLER ASSY);111;EA;;;;DASI - $ 160.44 - STK CHINA - FN - OEM CERTS;BELLSOUTH - $ 150 - STK FL - 72EA AVAILABLE;;;186,6912072;5-7 DAYS;FN - OEM CERTS - EX WORKS UK;;PA01032343-10-47;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Konny Aravena ;E0244-28A0;(RELAY);20;EA;;;;ED AVIATION - $ 395 - STK SPAIN;;;;474,2;5-7 DAYS;20EA AVAILABLE - SV - DUAL RELEASE 8130 - EX WORKS UK;;PA010323E0-9-311;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Konny Aravena ;AS3582-232;(PACKING-PREFORMED);100;EA;;;;"KLX - $ 2.12 - STK LA
https://www.boeingdistribution.com/product/PACKING/AS3582-232/AS3582-232";;;;5,962;3-5 DAYS;MOQ 100 - FN - OEM CERTS;;PA010323AS-8-665;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Konny Aravena ;"PS-870-B1/2
PS870B1/2";(SEALANT (D.G.));110;PT;;;;"AVIALL - $ 71.75 - STK TX
https://shop.boeing.com/aviation-supply/p/PS870B1-2-60Z=5N";;;;82,225;3-5 DAYS;MOQ 110 - SHELF LIFE 88,7% - DOE: 07/31/2023;;PA010323PS-7-260;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Javiera Masmann ;EA.934NA;KIT PART A+B ADHESIVE EPOXY / 1EA = KIT (2.5OZ);10;EA;;;;"SKYGEEK - $ 47.59 - STK NY - TX $ 15 + $ 16.42
https://skygeek.com/henkel-hysol-ea-934na-adhesive-high-temp-a-b-2-5-oz-as9174001.html";;;;127,149;3-5 DAYS;MOQ 10EA - SHELF LIFE > 80% - FN  OEM CERTS;;PA010323EA-6-861;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Javiera Masmann ;PR1776MB2654SK;LOW-W/FUEL-T/SEALANT-[BMS5-45 CL-B-2 ]-[CL-B]-SEMKIT-2(HRS)APPLI-TIME/1EA=6 OZ;10;EA;;;;"AVIALL - $ 70.34 - STK MIA
https://shop.boeing.com/aviation-supply/p/PR1776M2-60Z=5N";;;;141,174;3-5 DAYS;MOQ 10EA - SHELF LIFE 70.8% - DOE: 06/30/2023;;PA010323PR-5-193;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Javiera Masmann ;PR1828B1/2;INTERFAY SEALANT-PR 1828-[CLASS B]-SEM KIT-1/2 [HRS] APPLICA TIME /1EA = 6 OZ;2;EA;;;;"SKYGEEK - $ 212.17 - STK NY - TX $ 15 + $ 16.42
https://skygeek.com/prc-desoto-pr-1828b-1-2-class-b-rapid-cure-fuel-tank-sealant-6-oz.html";;;;497,387;3-5 DAYS;SHELF LIFE > 80% - FN  OEM CERTS;;PA010323PR-4-465;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Javiera Masmann ;PR1828B1/4654SK;INTERFAY SEALANT-PR 1828-[CLASS B]-6.0 OZ SEM KIT-1/4 [HRS] APPLICATION TIME;10;EA;;;;"AVIALL - $ 188.92 - STK TX
https://shop.boeing.com/aviation-supply/p/PR1828B1-4=5N";;;;244,112;3-5 DAYS;MOQ 10EA - SHELF LIFE 92,2% - DOE 10/31/2023;;PA010323PR-3-151;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Javiera Masmann ;JNT21102;SCRAPER;100;EA;;;;"AVIALL - $ 1.62 - STK MIA
https://shop.boeing.com/aviation-supply/p/JNT21102=8T";;;;5,412;3-5 DAYS;MOQ 100EA - FN - OEM CERTS;;PA010323JN-2-707;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Javiera Masmann ;D5311251200400;BOLT;2;EA;;;;AIRBUS - $ 98 - STK MIA;INITIAL - $ 75 - STK CANADA;;;344,3;5-7 DAYS;MOQ 02EA - FN - OEM CERTS;;PA010323D5-1-452;C-PA010323-1-452;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;TAM;Camila Nobre ;9201-104-0;BACK;10;EA;;;;SATAIR - $ 119.24 - STK IAD;;;;167,464;3-5 DAYS;MOQ 10EA - FN - OEM CERTS;;PA01032392-129-950;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;TAM;Leonardo Garcia da Silva;2624-82;ELT ANTENNA;1;EA;;;;SATAIR - $ 2,675.83 - STK IAD;;;;3691,413;3-5 DAYS;FN - OEM CERTS - EX- WORKS MIA;;PA01032326-128-958;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Paula Campaña ;1173T211;SWITCH;1;EA;;;;"JTE INTERNATIONAL - $ 1800 - STK IL - 1EA AVAILABLE
RMK - SV - TRACE TO - DUAL RELEASE 8130";;;;2563;3-5 DAYS;1EA - AVAILABLE - SV - TRACE - DUAL RELEASE 8130;;PA01032311-127-226;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;GABRIELA PRADO ;NAS1351-5-14P;CHEESE HEAD SCREW;100;EA;;;;"KLX - $ 2.85 - STK MIA 
https://www.boeingdistribution.com/product/SCREW%2CSKT-HD/NAS1351-5-14P/NAS1351-5-14P";;;;3,465;3-5 DAYS;MOQ 100EA - FN - OEM CERTS - EX-WORKS MIA;;PA010323NA-126-588;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;BARBARA ORELLANA;4620-2122-00;WATER BOILER;1;EA;;;;STELLA AIR - $ $11,425.10  - STK AZ - LT 96 DAYS ;SEATTLE AVIATION - $ $18,600 - STK WA - LT 160 DAYS;;;21593;110 DAYS;FN - OEM CERTS - EX WORKS MIA;;PA01032346-125-433;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Eduardo Santis;2A2351;PLUGUE ACO TURBINA ALTA PRESSAO MOTOR;5;UN;;;;BROOKS - $ 3,237 - STK FL  - LT 5 DAYS;;;;3677,3;7-10 DAYS;MOQ 05EA - FN - OEM CERTS - EX-WORKS MIA;;PA0103232A-124-636;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Eduardo Santis;1211523-239;INTERRUPTOR ELTC TURB ENER SIS HID AERO;2;UN;;;;AIRBUS - $ 3950 - STK IAD ;;;;4636,5;3-5 DAYS;MOQ 2EA - FN - OEM CERTS - EX-WORKS MIA;;PA01032312-123-211;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Eduardo Santis;127931-01;TRAVA AERONAVE ACO;2;UN;;;;PROPONENT - $ 1,850.94 - STK NET ;;;;2327,534;5-7 DAYS;MOQ 02EA - FN - OEM CERTS - EX WORKS UK;;PA01032312-122-907;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Eduardo Santis;2PB11H58;INTERRUPTOR ELE SIST COMUNIC AERONAVE;3;UN;;;;MY BOEING - $ 133 - STK SEA - LT 3 DAYS;;;;340,6333333;5-7 DAYS;MOQ 03EA - FN - OEM CERTS - EX-WORKS MIA;;PA0103232P-121-676;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
PAULO;01/03/2023;LATAM;Eduardo Santis;141W6114-15;SELO BORRACHA VEDACAO COMPORTA TREM POUS;3;UN;;;;MY BOEING - $ 718 - STK SEA - LT 3 DAYS;;;;984,1333333;5-7 DAYS;MOQ 03EA - FN - OEM CERTS - EX-WORKS MIA;;PA01032314-120-648;C-PA010323-1-837;Yes;;;;;;;;;;;;;;;;;;;;;;
